CODREG;REGIONE;CODPRO;PROVINCIA;CODCOM;COMUNE;PROCOM;SEZ2011;NSEZ;ACE;CODLOC;CODASC;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30;P31;P32;P33;P34;P35;P36;P37;P38;P39;P40;P41;P42;P43;P44;P45;P46;P47;P48;P49;P50;P51;P52;P53;P54;P55;P56;P57;P58;P59;P60;P61;P62;P64;P65;P66;P128;P129;P130;P131;P132;P135;P136;P137;P138;P139;P140;ST1;ST2;ST3;ST4;ST5;ST6;ST7;ST8;ST9;ST10;ST11;ST12;ST13;ST14;ST15;A2;A3;A5;A6;A7;A44;A46;A47;A48;PF1;PF2;PF3;PF4;PF5;PF6;PF7;PF8;PF9;E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;E12;E13;E14;E15;E16;E17;E18;E19;E20;E21;E22;E23;E24;E25;E26;E27;E28;E29;E30;E31
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;1;Allein;7001;70010000001;1;0;10001;;72;37;35;36;30;2;3;1;21;15;0;0;1;6;5;4;2;1;6;5;10;3;5;2;6;4;5;2;6;5;1;1;1;1;2;4;5;1;3;2;1;2;3;1;4;64;7;19;16;17;5;0;32;2;12;8;7;3;0;33;32;1;18;17;1;24;12;5;2;1;0;0;9;33;17;11;7;5;6;1;0;4;1;0;2;5;0;0;0;0;7;31;18;0;18;0;2503;2;23;6;31;72;9;11;4;6;1;0;0;59;32;29;3;21;8;0;2;2;1;3;3;6;9;2;1;0;6;18;5;16;6;7;0;0;0;50;18;9;1;1
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;1;Allein;7001;70010000002;2;0;20003;;58;26;32;20;25;1;12;0;13;12;1;0;0;3;3;1;1;1;4;5;1;2;4;4;3;0;2;7;17;2;2;0;1;1;2;4;0;0;2;3;1;0;1;3;4;54;2;7;13;28;3;1;24;0;6;7;9;2;0;20;20;0;12;12;0;31;10;1;2;2;5;0;7;16;23;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;21;0;21;0;2414;0;29;2;31;58;15;10;2;3;1;0;0;70;42;39;3;36;1;2;5;4;2;4;10;5;8;1;0;0;5;33;1;27;10;2;0;0;0;53;20;18;1;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;1;Allein;7001;70010000003;3;0;20004;;24;16;8;12;8;0;4;0;11;4;0;1;0;0;0;1;1;0;0;0;0;1;4;2;3;3;1;1;7;0;0;1;0;0;0;0;0;1;3;2;2;3;0;0;4;24;1;2;9;12;0;0;16;1;2;6;7;0;0;7;7;0;6;6;0;16;9;2;1;0;0;0;0;8;13;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;5;0;5;0;1019;2;11;2;15;24;9;4;1;1;0;0;0;34;16;14;2;13;1;0;3;0;0;0;0;2;6;2;1;0;1;12;1;8;6;0;0;0;0;20;10;1;2;1
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;1;Allein;7001;70010000004;4;0;20002;;41;21;20;16;20;1;3;1;9;10;0;1;1;5;2;1;1;0;2;3;3;4;4;1;2;4;3;4;2;1;1;1;1;0;1;1;2;2;2;1;1;2;2;3;0;34;4;11;10;9;0;0;19;2;6;6;5;0;0;18;18;0;11;11;0;15;7;1;1;1;0;0;2;23;13;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;12;0;12;0;1473;2;12;4;18;41;5;7;2;4;0;0;0;21;17;16;1;11;4;1;1;0;0;1;4;2;6;1;1;0;2;12;2;6;7;3;0;0;0;30;13;2;1;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;1;Allein;7001;70010000005;5;0;26601;;14;6;8;4;4;2;4;0;2;2;1;1;0;0;0;1;2;1;0;0;1;0;4;0;1;0;0;2;2;0;0;0;2;0;0;0;0;0;2;0;1;0;0;1;0;14;0;2;7;5;0;0;6;0;0;4;2;0;0;5;5;0;2;2;0;8;4;1;1;1;1;1;1;6;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;1;0;727;0;6;2;8;14;6;0;0;2;0;0;0;12;9;8;1;7;1;0;0;0;0;1;1;2;2;0;2;0;3;4;1;7;1;0;0;0;0;9;6;2;0;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;1;Allein;7001;70010000009;9;0;40001;;8;5;3;3;4;0;0;1;3;2;0;0;0;1;0;0;0;0;0;0;2;1;0;3;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;7;0;3;3;1;0;0;4;0;1;2;1;0;0;6;6;0;4;4;0;1;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;3;0;436;0;4;1;5;8;3;1;1;0;0;0;0;6;6;6;0;4;1;1;0;0;0;0;0;2;2;1;1;0;1;5;0;4;2;0;0;0;0;8;6;0;0;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;1;Allein;7001;70010000010;10;0;40001;;3;1;2;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;2;0;1;0;0;1;0;1;0;0;0;0;1;0;1;1;0;1;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;0;7;0;140;0;2;1;3;3;3;0;0;0;0;0;0;5;5;5;0;5;0;0;2;0;0;0;0;3;0;0;0;0;2;2;1;3;1;0;1;0;0;10;1;2;2;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;1;Allein;7001;70010000011;11;0;20005;;7;3;4;4;0;1;1;1;2;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;6;0;1;1;3;1;0;3;0;0;1;2;0;0;1;1;0;1;1;0;4;2;0;0;0;1;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;0;6;0;258;1;4;0;5;7;4;0;1;0;0;0;0;17;8;8;0;8;0;0;2;0;0;0;2;1;2;0;1;0;3;4;1;7;0;1;0;0;0;11;4;3;1;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;1;Allein;7001;70010000012;12;0;40001;;4;2;2;1;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4;1;1;0;2;0;0;2;0;1;0;1;0;0;3;3;0;1;1;0;1;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;0;223;0;2;1;3;4;2;1;0;0;0;0;0;4;4;4;0;3;0;1;0;1;0;0;2;1;0;0;0;0;1;3;0;2;2;0;0;0;0;6;0;3;1;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;1;Allein;7001;70010000013;13;0;40001;;12;4;8;10;2;0;0;0;3;1;0;0;0;1;1;0;1;1;1;1;4;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;1;0;0;0;0;11;1;4;5;0;1;0;4;1;1;2;0;0;0;9;7;2;4;3;1;1;0;0;1;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;483;6;1;0;7;12;4;2;0;1;0;0;0;2;2;2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;1;0;0;1;0;0;7;2;0;0;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;1;Allein;7001;70010000014;14;0;40001;;5;3;2;0;2;0;1;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;5;0;0;2;3;0;0;3;0;0;1;2;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;0;8;0;395;0;3;1;4;5;3;1;0;0;0;0;0;7;7;7;0;4;2;1;0;0;0;0;1;1;4;0;1;0;4;3;0;3;3;1;0;0;0;12;7;0;0;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000001;1;0;10001;;4;3;1;3;0;1;0;0;2;0;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;4;1;2;1;0;0;0;3;1;2;0;0;0;0;4;4;0;3;3;0;0;0;0;0;0;0;0;2;0;0;0;2;1;1;1;0;1;0;0;2;0;0;0;0;0;2;2;56;0;56;0;171;0;0;2;2;4;1;0;1;0;0;0;0;6;6;5;1;1;2;2;0;0;1;0;4;0;0;0;0;0;0;4;1;0;0;1;2;1;1;62;0;5;0;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000002;2;0;24611;;12;5;7;5;6;0;1;0;2;3;0;0;0;2;0;0;0;0;0;1;2;2;0;0;1;2;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;10;0;1;6;3;0;0;4;0;0;3;1;0;0;5;5;0;2;2;0;5;2;0;1;1;1;0;4;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;18;0;18;0;641;0;4;0;4;12;1;1;0;1;1;0;0;14;13;11;2;5;6;0;2;0;0;2;6;0;0;1;0;2;7;2;0;8;1;0;2;0;0;21;2;7;2;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000003;3;0;10002;;50;23;27;19;21;2;4;4;9;11;0;3;0;3;1;4;1;3;4;2;5;7;1;2;2;4;4;3;4;0;0;3;1;1;2;2;2;3;0;0;1;0;3;1;4;47;4;14;14;9;6;0;23;1;6;7;6;3;0;25;22;3;12;11;1;17;8;5;2;1;3;2;10;15;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;98;0;98;0;1580;3;19;3;25;50;12;5;5;2;1;0;0;63;53;39;14;29;5;5;0;0;4;5;11;12;5;2;0;0;15;22;2;13;9;10;5;1;1;122;1;36;2;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000004;4;0;10002;;23;11;12;12;8;2;1;0;6;5;0;0;0;2;1;1;1;0;1;2;4;3;1;2;0;2;0;3;0;0;1;0;0;0;1;0;1;3;0;2;0;1;0;2;0;20;2;4;11;3;0;0;10;0;2;6;2;0;0;15;13;2;8;8;0;4;2;0;1;0;0;0;8;8;3;2;4;1;1;3;0;0;1;0;1;3;0;0;0;0;4;11;45;0;45;0;820;3;6;2;11;23;5;2;3;0;1;0;0;27;25;24;1;21;2;1;0;0;1;1;12;2;5;0;3;0;13;8;3;12;4;6;1;1;0;56;3;13;8;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000006;6;0;20004;;46;25;21;21;18;2;3;2;14;9;1;0;1;5;2;0;0;6;5;5;5;2;1;1;4;3;3;0;4;2;1;0;0;3;3;4;4;1;0;0;3;2;1;0;1;40;3;19;12;5;1;0;22;2;11;8;1;0;0;23;22;1;14;14;0;16;8;5;3;2;2;2;12;7;6;2;14;7;10;4;0;3;4;0;14;0;0;0;0;0;14;23;77;0;77;0;1586;7;12;4;23;46;12;3;4;4;0;0;0;64;54;51;3;51;0;0;4;1;7;12;9;2;8;4;4;4;18;26;3;30;9;7;5;0;0;100;2;37;12;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000007;7;0;26606;;12;5;7;4;7;0;1;0;2;3;0;0;0;0;1;0;0;0;0;1;1;1;3;1;0;0;2;2;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;2;0;12;2;4;1;4;1;0;5;0;2;0;2;1;0;8;7;1;3;3;0;3;1;1;0;0;0;0;3;3;2;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;7;16;0;16;0;496;1;6;0;7;12;2;5;0;0;0;0;0;11;9;9;0;5;4;0;0;0;0;2;5;0;0;2;0;0;3;6;0;5;1;2;0;1;0;23;1;7;1;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000008;8;0;20008;;21;9;12;11;9;1;0;0;5;4;0;0;0;3;0;0;1;0;3;3;0;5;2;0;1;1;0;1;1;1;0;0;0;0;2;2;0;2;0;0;1;0;0;0;1;18;1;10;5;2;0;0;8;0;5;2;1;0;0;14;14;0;7;7;0;4;1;1;1;0;0;0;4;12;2;1;3;1;1;2;0;0;1;0;3;0;0;0;0;0;3;9;22;0;22;0;698;0;7;2;9;21;2;3;3;1;0;0;0;30;15;15;0;14;1;0;1;0;0;5;2;1;1;1;4;1;10;4;0;10;3;1;0;1;0;32;0;12;3;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000009;9;0;20001;;31;12;19;12;14;0;4;1;4;7;0;1;0;3;0;3;1;2;1;3;1;6;3;2;1;1;0;1;3;1;0;0;1;0;0;2;0;5;0;0;1;1;0;0;1;28;2;9;11;4;2;0;11;0;3;7;1;0;0;15;15;0;8;8;0;10;3;3;3;1;1;1;10;9;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;41;0;41;0;904;0;11;2;13;31;4;3;3;3;0;0;0;41;30;29;1;27;2;0;0;0;3;8;3;4;7;3;1;1;15;12;1;15;7;6;1;0;0;54;0;25;4;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000010;10;0;20001;;20;10;10;11;5;2;2;0;7;2;1;0;0;0;1;1;1;0;2;1;0;3;3;1;3;0;2;1;1;0;0;1;1;0;1;1;0;1;1;1;1;0;1;1;0;20;1;7;6;5;1;0;10;1;4;3;2;0;0;12;11;1;6;6;0;6;3;0;1;1;1;1;5;7;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;33;0;33;0;817;1;6;4;11;20;4;5;2;0;0;0;0;25;23;23;0;14;9;0;0;1;1;5;10;3;2;1;0;0;11;12;0;14;3;5;1;0;0;44;0;19;4;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000011;11;0;20003;;31;19;12;20;6;4;1;0;14;3;2;0;0;2;0;2;2;2;1;3;0;5;5;3;0;1;3;1;1;2;0;1;2;1;1;1;0;4;3;1;0;1;2;0;0;29;2;4;15;7;1;0;17;1;1;10;5;0;0;15;13;2;11;9;2;12;5;5;1;1;3;2;4;11;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;11;0;11;0;1016;0;11;1;12;31;2;5;1;4;0;0;0;25;16;13;3;9;2;2;0;2;1;1;4;2;1;1;1;0;7;5;1;5;6;2;0;0;0;24;0;9;4;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000013;13;0;20005;;16;7;9;10;4;0;2;0;5;2;0;0;0;1;1;1;0;0;2;1;1;1;2;2;1;0;1;1;1;0;0;1;0;0;2;0;0;1;1;1;0;0;1;0;0;15;0;3;7;4;1;0;7;0;2;3;2;0;0;10;9;1;5;5;0;3;1;0;0;0;0;0;4;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;14;0;14;0;445;0;6;2;8;16;3;2;3;0;0;0;0;21;15;15;0;15;0;0;1;0;0;6;2;3;3;0;0;1;9;4;1;9;5;1;0;0;0;23;0;10;5;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000014;14;0;24909;;11;6;5;5;6;0;0;0;3;3;0;0;0;2;0;0;0;0;0;0;3;1;0;0;2;3;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;9;1;5;1;2;0;0;4;0;3;0;1;0;0;6;6;0;2;2;0;3;2;0;0;0;1;1;4;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;38;0;38;0;432;0;3;1;4;11;1;1;1;0;1;0;0;34;25;25;0;20;3;2;0;0;1;1;10;6;4;1;2;1;17;7;0;12;10;3;0;0;0;42;0;23;2;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000015;15;0;20002;;12;7;5;7;4;1;0;0;4;2;1;0;0;2;1;0;0;1;1;0;0;0;2;1;0;1;2;0;1;0;0;0;0;0;1;0;0;0;2;1;0;1;1;0;1;10;0;2;2;5;1;0;7;0;2;1;4;0;0;6;6;0;6;6;0;3;1;1;0;0;0;0;6;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;44;0;44;0;417;0;3;3;6;12;3;2;0;0;1;0;0;32;23;21;2;4;17;0;0;0;4;7;7;1;0;0;2;3;9;7;2;9;6;3;2;1;0;58;1;16;4;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000016;16;0;20007;;17;6;11;7;6;1;1;2;1;3;0;0;2;0;2;1;0;1;1;0;2;2;0;1;1;2;1;1;2;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;17;0;3;7;4;2;1;6;0;2;2;1;0;1;7;7;0;2;2;0;7;4;1;0;0;2;1;4;3;4;3;2;0;2;0;0;0;0;0;0;0;2;0;0;0;2;8;32;1;32;0;552;0;8;1;9;17;3;4;2;0;0;0;0;43;31;30;1;25;3;2;0;0;2;4;9;10;2;1;2;0;25;4;1;20;10;0;0;0;0;40;0;25;4;1
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000019;19;0;20012;;17;8;9;8;5;2;2;0;4;3;1;0;0;1;0;0;1;2;0;2;1;1;1;2;2;0;1;2;1;0;0;0;0;1;0;2;0;1;1;0;1;0;1;1;0;16;1;6;6;3;0;0;8;0;4;3;1;0;0;8;7;1;5;4;1;8;3;0;3;1;1;0;3;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;24;0;24;0;762;0;6;4;10;17;5;3;2;0;0;0;0;16;15;15;0;11;4;0;0;0;0;1;7;4;2;1;0;0;9;5;1;4;9;1;1;0;0;33;0;13;2;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000021;21;0;10001;;23;10;13;8;12;0;3;0;3;6;0;1;0;0;1;2;1;0;0;1;0;2;1;2;0;1;3;2;7;0;1;0;1;0;0;0;0;1;1;0;0;0;2;1;3;22;2;10;3;7;0;0;9;1;4;1;3;0;0;5;5;0;1;1;0;15;8;0;1;1;1;1;2;5;13;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;95;0;95;0;1145;1;8;2;11;23;3;5;2;1;0;0;0;39;34;31;3;28;3;0;1;1;3;4;12;1;5;3;1;4;9;15;3;15;1;5;7;2;1;112;1;25;5;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000022;22;0;10001;;2;1;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;1;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;120;0;0;2;2;2;2;0;0;0;0;0;0;3;3;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;1;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000023;23;0;10001;;5;2;3;2;2;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;5;2;1;2;0;0;0;2;1;0;1;0;0;0;2;2;0;1;1;0;3;1;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;18;0;18;0;372;0;3;0;3;5;2;0;1;0;0;0;0;5;5;5;0;0;5;0;0;0;0;2;2;1;0;0;0;0;2;3;0;2;0;1;1;1;0;21;0;5;0;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000024;24;0;10001;;131;63;68;58;55;2;14;2;29;29;0;4;1;8;8;7;2;4;12;11;9;11;10;9;7;11;5;2;15;4;4;3;0;2;5;5;5;7;6;4;3;5;2;1;7;119;11;47;32;20;8;1;57;3;24;17;9;4;0;63;59;4;31;29;2;45;21;9;3;0;8;6;43;31;25;14;17;8;11;6;0;4;4;0;14;3;0;0;0;0;17;67;328;0;328;0;5142;10;42;16;68;131;35;11;15;6;1;0;0;125;111;106;5;79;25;2;3;0;11;28;20;17;13;9;5;2;53;41;10;23;28;25;23;6;1;406;2;93;11;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000025;25;0;10001;;65;35;30;21;35;2;6;1;16;18;1;0;0;1;4;5;4;2;1;1;0;13;7;6;4;2;2;4;9;0;3;3;4;1;1;1;0;4;5;2;3;1;1;2;4;63;2;12;32;14;3;0;34;2;5;19;6;2;0;32;30;2;18;16;2;23;11;3;4;4;5;1;22;17;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;114;0;114;0;2175;7;22;2;31;65;13;9;3;5;1;0;0;46;46;35;11;9;26;0;2;2;2;12;13;3;0;1;0;5;19;4;7;12;3;9;7;2;2;155;2;29;4;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000026;26;0;10001;;17;11;6;8;7;0;1;1;6;4;0;1;0;0;0;1;0;0;0;4;1;2;1;1;0;2;0;4;1;0;0;1;0;0;0;3;0;1;1;1;0;1;0;2;1;17;3;4;7;3;0;0;11;1;4;5;1;0;0;11;11;0;7;7;0;5;3;0;0;0;0;0;3;6;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;202;0;202;0;828;1;11;0;12;17;8;3;1;0;0;0;0;44;41;39;2;32;7;0;0;2;5;9;17;2;0;1;3;1;14;19;5;8;4;10;10;5;2;221;0;32;6;1
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000027;27;0;26713;;8;4;4;4;4;0;0;0;2;2;0;0;0;0;0;0;3;1;0;0;0;1;2;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;8;0;2;5;1;0;0;4;0;1;2;1;0;0;4;4;0;3;3;0;4;1;2;2;1;0;0;2;4;0;0;4;2;2;2;0;1;1;0;4;0;0;0;0;0;4;2;1;0;1;0;150;0;0;2;2;8;0;0;0;2;0;0;0;4;4;2;2;1;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;3;0;0;2;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000028;28;0;40001;;7;4;3;4;2;0;0;1;2;1;0;0;1;2;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;5;1;2;1;0;1;0;3;0;1;1;0;1;0;4;4;0;2;2;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;22;0;22;0;253;0;2;0;2;7;0;0;1;1;0;0;0;32;15;15;0;0;15;0;0;0;0;0;0;0;3;6;6;1;10;4;0;10;4;0;1;0;0;24;5;10;0;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000029;29;0;40001;;14;6;8;6;7;0;1;0;2;4;0;0;0;2;1;0;0;1;0;1;1;0;0;2;0;1;0;2;3;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;2;12;0;3;3;5;1;0;5;0;1;1;3;0;0;4;4;0;2;2;0;7;3;1;0;0;0;0;2;4;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;10;0;10;0;303;0;2;2;4;12;0;2;0;2;0;0;0;19;17;13;4;11;2;0;2;1;4;2;2;0;1;1;0;1;8;4;0;11;2;0;0;0;0;15;0;8;4;1
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;2;Antey-Saint-André;7002;70020000030;30;0;40001;;31;15;16;15;12;1;3;0;7;6;1;1;0;0;1;2;4;2;2;3;1;4;1;3;2;0;1;2;3;0;0;1;1;1;1;1;1;3;0;1;2;0;0;1;2;31;1;9;16;3;2;0;15;0;3;11;1;0;0;18;18;0;10;10;0;10;4;0;3;1;1;0;13;5;6;3;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;16;27;0;27;0;1247;2;13;1;16;31;8;4;1;3;0;0;0;35;31;20;11;15;5;0;1;0;3;8;4;1;2;0;1;3;7;10;0;11;6;1;1;1;0;41;1;16;3;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;3;Aosta;7003;70030000001;1;1;10001;;3;2;1;1;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;1;2;0;0;0;2;0;1;1;0;0;0;2;2;0;1;1;0;1;1;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;175;0;1;1;2;3;1;1;0;0;0;0;0;5;5;2;3;0;0;2;0;0;0;0;1;1;0;0;0;0;2;0;0;2;0;0;0;0;0;2;0;2;0;0
2;Valle d'Aosta/Vallée d'Aoste;7;Valle d'Aosta/Vallée d'Aoste;3;Aosta;7003;70030000002;2;1;10001;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0
